,YER,PCR,GCR,ITR,XTR,MTR,YED,PCD,GCD,ITD,XTD,MTD,YFD,YIN,WIN,GON,TIN,YFN,HICP,HEX,HEG,HICPSYA,HEXSYA,HEGSYA,HEGWEI,CAN_YEN,NFN_YEN,LFN,LNN,UNN,URX,LEN,STN,LTN,COMPR,POILU,PCOMU,YWD,YWDX,YWR,YWRX,LPROD,ULC,WRN,SAX,EEN,EXR
1981Q4,1052977.406469280,603759.380876231,207326.011278160,229994.377929335,206836.906458303,182336.807971017,0.502649216,0.513975473,0.507846542,0.563326935,0.672050537,0.816788473,0.456828674,529278.268050119,295584.248168077,185446.024120862,48247.995761180,481030.272288939,55.831963833,NA,NA,NA,NA,NA,NA,0.000869156,0.019622522,133524.259323143,124878.598475976,8645.660847167,0.064749738,101444.849118648,15.426309167,15.103940000,50.939997236,36.786700000,83.006298297,0.625355729,0.794379703,69.533539579,22115.872873533,8.432008521,0.280712811,2.366972818,0.243492897,1.527368402,0.918060968
1982Q1,1057329.190587810,606291.259707595,210756.052391876,230115.468296260,207295.425657377,186691.677842322,0.514625798,0.523907591,0.517052498,0.576653477,0.693701576,0.825995568,0.468770268,544128.878256996,302048.734871869,193595.752949680,48484.390435447,495644.487821549,57.213860434,NA,NA,NA,NA,NA,NA,-0.003913906,0.015209018,133743.959355503,124791.890961205,8952.068394298,0.066934375,101494.852270353,14.331319171,14.784430000,47.118491478,32.256700000,83.185674415,0.635141886,0.822206176,69.362514388,22201.874063704,8.472739554,0.285671423,2.420419568,0.241804597,1.566365826,0.964949871
1982Q2,1058751.317341750,604487.801051427,210642.462970957,229924.931593684,204965.722779429,185442.798208056,0.528999492,0.537981540,0.527067791,0.589677489,0.705731100,0.835362170,0.480590850,560078.909536405,309011.659251889,199814.535761033,51252.714523483,508826.195012923,58.542324576,NA,NA,NA,NA,NA,NA,0.005282832,0.023603846,133728.800293945,124621.457445782,9107.342848163,0.068103077,101329.577617089,14.400041219,14.515960000,47.935206534,34.300000000,79.194555804,0.640810672,0.836888856,69.898849838,22317.742058652,8.495738527,0.291864250,2.479602354,0.241050875,1.576433938,0.998148180
1982Q3,1053104.168226590,601173.765435813,211404.344040910,227686.182311059,202272.485276472,183555.064162703,0.540455795,0.551185228,0.539469823,0.600902013,0.721266746,0.866504518,0.490825778,569156.249977181,315226.441888037,201664.230380048,52265.577709095,516890.672268086,59.670916995,NA,NA,NA,NA,NA,NA,-0.001640645,0.021479324,133806.312543250,124286.475197486,9519.837345764,0.071146399,100982.660278753,13.349537282,14.268040000,46.221317159,33.600000000,74.575620783,0.650190967,0.860750971,69.594422681,22251.281923558,8.473200053,0.299330732,2.536289177,0.237872697,1.609636192,1.051921541
1982Q4,1053555.961937800,605306.191197056,211997.002291291,225971.814272720,206399.600580943,182243.527403961,0.552065320,0.564129294,0.554596074,0.611220738,0.734228813,0.878232819,0.501031614,581631.708999360,321822.192907754,206042.651593057,53766.864498550,527864.844500810,60.816451999,NA,NA,NA,NA,NA,NA,0.001876055,0.016503375,134060.401917433,124099.333910523,9961.068006911,0.074302836,100732.755858041,12.606617089,13.676350000,45.660150852,33.516700000,72.602483492,0.658184379,0.870976937,69.868760000,22175.159613497,8.489618185,0.305462837,2.593262855,0.231088074,1.593516048,1.071130295
1983Q1,1060570.688819960,608754.625549947,214464.476765402,227802.585895764,208017.963693683,182384.840851340,0.563789152,0.573994251,0.561875911,0.619984760,0.741961445,0.875838562,0.511447143,597938.249281726,326930.741865038,215495.106412221,55512.401004466,542425.848277260,62.052717936,NA,NA,NA,NA,NA,NA,0.011262812,0.020291115,134156.931686627,123823.610137013,10333.321549614,0.077024134,100447.393600229,11.886461701,12.996580000,42.933830340,29.383300000,75.831253604,0.665121870,0.875875039,70.512574994,22342.250644701,8.565173376,0.308259266,2.640294056,0.229836944,1.561251548,1.054918819
1983Q2,1067510.370113140,608736.233462406,214757.179822205,227962.596276276,210458.061022400,184271.293693570,0.574352065,0.585904585,0.573821431,0.631551612,0.755503976,0.889731280,0.521530256,613126.785308901,334428.491125722,222310.465592858,56387.828590321,556738.956718580,63.122769433,NA,NA,NA,NA,NA,NA,0.010756198,0.018829622,134173.292418236,123705.097896714,10468.194521523,0.078019957,100220.936274976,11.847544911,12.938080000,44.733870914,29.840000000,82.109417711,0.666733297,0.898397537,71.313255943,22493.756232791,8.629477590,0.313278916,2.703433382,0.231021154,1.620312261,1.097448810
1983Q3,1070283.732499920,607655.059532089,215451.266172603,228623.256990874,213093.897467163,184572.659621662,0.587162021,0.599436355,0.588172145,0.645571491,0.775061468,0.922922078,0.533013197,628429.959897783,343434.731260531,227040.622445564,57954.606191688,570475.353706095,64.178974808,NA,NA,NA,NA,NA,NA,0.009721578,0.017972798,134273.185083780,123582.108180170,10691.076903610,0.079621831,100048.688028241,12.218649981,13.130570000,46.963152406,30.766700000,88.566957935,0.675437602,0.931043764,72.228567876,22631.806907356,8.660507158,0.320881950,2.779000426,0.227923283,1.679865172,1.161869012
1983Q4,1081988.752233390,612810.175263269,216823.214095385,226731.095397466,217055.130501560,186905.862817671,0.598830501,0.613483750,0.596769692,0.657331332,0.796437838,0.950759478,0.544150256,647927.866441619,349426.948469127,239337.508380380,59163.409592112,588764.456849507,65.286122879,NA,NA,NA,NA,NA,NA,0.007222107,0.014679112,134503.106218290,123556.868552326,10946.237665964,0.081382787,100111.589371238,12.169143466,13.086650000,45.995565114,29.140000000,91.212755666,0.681771585,0.957446824,73.087497888,22867.392782301,8.757010152,0.322948781,2.828065753,0.220469864,1.697389529,1.185024773
1984Q1,1091284.680166040,618287.350533628,217429.099219487,228242.945943172,228599.608632881,191761.134416540,0.609388475,0.623485045,0.605527827,0.663691665,0.812145280,0.974056451,0.553825813,665016.306572843,356905.341453845,247476.284296533,60634.680822466,604381.625750377,66.456913338,NA,NA,NA,NA,NA,NA,0.007918283,0.009617605,134669.852049242,123376.980941542,11292.871107700,0.083855970,99971.257931902,11.431690392,12.607680000,46.914247068,29.756700000,92.871984751,0.685916975,0.972870127,73.924955771,23054.272307062,8.845123878,0.327050629,2.892803331,0.218984548,1.705913109,1.202405467
1984Q2,1086127.850563730,616245.493673616,218712.435256316,222859.751057741,224895.562857193,191817.764369543,0.618371577,0.633127914,0.614175154,0.673118839,0.818460118,0.977227817,0.561435285,671630.592163493,357885.237843482,251905.261853882,61840.092466130,609790.499697364,67.339986709,NA,NA,NA,NA,NA,NA,0.004620941,0.009655860,134731.653133799,123265.727813671,11465.925320129,0.085101942,99984.450909128,10.857933396,12.505910000,46.719799117,29.580000000,92.737452663,0.698065080,0.982037030,74.293985041,23078.891294380,8.811271956,0.329505626,2.903363686,0.214083605,1.694834638,1.212450102
1984Q3,1097325.787457620,617437.854252305,219677.295422095,225868.751079689,232112.160084943,195222.804654058,0.628304042,0.643228480,0.626119639,0.683443169,0.834641815,1.002486098,0.570636934,689454.227717256,365488.385037811,260686.237902204,63279.604777241,626174.622940014,68.024185862,NA,NA,NA,NA,NA,NA,0.004544747,0.007413151,135017.060450976,123427.222865205,11589.837585770,0.085839801,100150.330179384,10.413572546,12.209150000,43.275631444,28.083300000,82.782078151,0.701250962,1.006324876,74.933117105,23261.226949894,8.890468099,0.333071900,2.961165102,0.214995928,1.734816631,1.301022533
1984Q4,1102941.442695560,618490.157183788,221611.247190884,227770.390072124,235539.767443578,196606.150167334,0.634561543,0.652718727,0.632616990,0.693867891,0.847075013,1.014158537,0.575757024,699884.223273259,372036.677153649,262989.605830218,64857.940289392,635026.282983866,68.891573024,NA,NA,NA,NA,NA,NA,0.002590121,0.002404310,135144.529208228,123400.801169539,11743.728038689,0.086897547,100233.574968471,10.128110652,11.418300000,42.136746052,27.553300000,79.687840127,0.708057086,1.028551556,75.623962982,23324.171100599,8.937879108,0.337313173,3.014864358,0.213574385,1.761880728,1.366000439
1985Q1,1105419.846478010,623899.836098900,222866.482155631,225154.732345174,239297.430356093,201072.887624922,0.645160127,0.663643914,0.644700247,0.702116001,0.869847580,1.050592301,0.585190279,713172.808601345,379617.059934648,267263.888283619,66291.860383078,646880.948218267,70.044637288,NA,NA,NA,NA,NA,NA,0.000182447,0.004519876,135235.740140523,123433.409713113,11802.330427410,0.087272273,100431.803581635,9.863428615,10.947420000,41.783093509,27.776700000,77.086886425,0.714681262,1.057397771,76.601697557,23547.753786953,8.955596779,0.343414370,3.075480624,0.207702898,1.781147287,1.460977636
1985Q2,1115967.642773400,628069.208822682,224242.082704155,228784.713226444,238047.651401170,200399.298662679,0.653762747,0.671807840,0.651876571,0.711043943,0.873658620,1.043772319,0.593791183,729578.071797473,385606.829137708,277044.917535613,66926.325124152,662651.746673321,70.988745342,NA,NA,NA,NA,NA,NA,0.003058055,0.004701276,135424.581803823,123582.800526208,11841.781277615,0.087441889,100586.940130740,9.961589378,10.844090000,41.076780001,27.030000000,76.952354337,0.722190514,1.052129611,77.452353802,23764.350754196,9.030121004,0.345535851,3.120230546,0.206149649,1.776343756,1.377375968
1985Q3,1125414.499445330,633925.042655714,225819.093863463,233533.949968427,240831.405989560,205004.203993231,0.664025017,0.679556669,0.659845511,0.718372700,0.874844384,1.021899129,0.603755944,747303.382278931,394138.980317149,285336.713580612,67827.688381170,679475.693897761,71.344591591,NA,NA,NA,NA,NA,NA,0.005734884,0.004133947,135714.015243112,123803.155363779,11910.859879333,0.087764406,100866.125662068,9.346804458,10.668960000,40.212930027,27.290000000,71.929823052,0.727852025,1.039486120,77.945840347,23959.274264149,9.090353926,0.350216725,3.183593982,0.205999394,1.741760740,1.274324952
1985Q4,1132124.072291850,638594.765187170,227863.041275122,236313.823929852,241172.363057940,205602.083120618,0.673651101,0.687819479,0.667572899,0.728929863,0.870780079,1.004166684,0.613081763,762656.628056049,401076.442597224,293008.179387242,68572.006071583,694084.621984466,71.937367155,NA,NA,NA,NA,NA,NA,0.005183424,0.000529525,136108.470247451,124139.669898056,11968.800349394,0.087935750,101221.682260919,8.627972034,10.290370000,41.849043589,28.346700000,75.068905105,0.734738606,1.023047896,78.705253590,24122.890723987,9.119760615,0.354268982,3.230848309,0.202858671,1.680990881,1.172454975
1986Q1,1128261.867769990,640792.013307120,228606.985460326,234019.516349926,237433.449422185,206358.489768439,0.686050018,0.693622685,0.675826452,0.732542395,0.858444702,0.958829535,0.622978172,774044.074737017,407746.730563971,295135.785674272,71161.558498775,702882.516238243,72.506838294,NA,NA,NA,NA,NA,NA,0.006299132,-0.001401814,136498.987807742,124483.180361636,12015.807446106,0.088028546,101604.102936784,8.748620189,9.766345000,32.335692667,17.783300000,79.284243863,0.736777637,0.993361319,79.345471664,24249.704093846,9.063568785,0.361393700,3.275516655,0.206252397,1.595173960,1.083558347
1986Q2,1148948.886478600,652369.614580280,230591.934103320,240215.226790067,241634.017165943,214136.238580856,0.695419791,0.697726012,0.681310724,0.739732080,0.847602436,0.910757549,0.631317538,799001.794454322,414936.431936479,310415.150331714,73650.212186129,725351.582268193,72.792274516,NA,NA,NA,NA,NA,NA,0.007505447,-0.004739064,136860.926284227,124767.866622531,12093.059661695,0.088360206,101960.624124456,8.028393695,8.598180000,26.182007310,12.810000000,76.503914044,0.741518710,0.984524439,79.925524454,24609.664753103,9.208692251,0.361144379,3.325667443,0.199132236,1.589951315,1.042994046
1986Q3,1154785.730245150,657157.279153235,232022.388802337,243656.278972742,242805.266805560,219600.845288368,0.702987132,0.702472192,0.688428589,0.742686138,0.840448196,0.875595782,0.637697739,811799.508461059,421592.676959056,314811.572509899,75395.258992103,736404.249468956,72.992821902,NA,NA,NA,NA,NA,NA,0.014374358,-0.000141140,137309.416469967,125175.514692759,12133.901777208,0.088369043,102272.730398212,7.753341258,8.403705000,25.312823419,12.416700000,73.678740196,0.746983795,0.965906951,80.448094290,24773.657624430,9.225332391,0.365083033,3.368012330,0.199513790,1.532889415,0.987498995
1986Q4,1157645.431065360,662156.972262630,233647.525543311,245817.380568775,241154.378712951,220150.595041168,0.708999682,0.708971615,0.694464275,0.749958172,0.842644689,0.870036470,0.643976388,820770.242012552,427343.915962624,318152.407758333,75273.918291595,745496.323720958,73.247166567,NA,NA,NA,NA,NA,NA,0.007831174,-0.006385241,137862.633770070,125636.760015449,12225.873754622,0.088681562,102740.887549926,7.874773578,8.472985000,27.900523747,14.723300000,72.781859609,0.751281425,0.955218093,81.263815405,24908.347379753,9.214225446,0.369149227,3.401424200,0.195007570,1.478965233,0.963245198
1987Q1,1152089.581927970,663326.298104259,235884.245142495,241772.720591306,239982.495076380,225261.800603356,0.714652169,0.714286150,0.699022164,0.756660588,0.843029068,0.875158430,0.647805745,823343.318573280,432380.382478704,313949.867239433,77013.068855143,746330.249718137,73.920743996,NA,NA,NA,NA,NA,NA,0.008933727,0.002651469,138211.496467693,125915.129050922,12296.367416771,0.088967761,102991.540871796,8.105352975,8.471259000,31.175480242,17.906700000,71.615914847,0.758875101,0.942633696,81.603028494,25003.627335639,9.149731177,0.375301009,3.433903342,0.195659940,1.438703768,0.889241197
1987Q2,1171499.420287700,674796.727351824,238050.343980122,249818.609401065,243559.824927203,230762.860655147,0.721334363,0.721070397,0.712167849,0.763414139,0.846928764,0.881023465,0.654727131,845042.788118654,441426.220591085,325586.233856801,78030.333670768,767012.454447886,74.418848584,NA,NA,NA,NA,NA,NA,0.004519183,0.001004182,138635.295714831,126257.507230978,12377.788483853,0.089283096,103321.882014368,8.425826860,8.688994000,32.743067697,18.683300000,75.965785692,0.764423970,0.950382435,82.264201117,25348.889265173,9.278651591,0.376804472,3.496237414,0.191306442,1.461644162,0.869730623
1987Q3,1184080.245372690,680602.517816119,239568.595747935,255610.925279717,255707.168772686,240093.064783471,0.726402699,0.726600963,0.719098068,0.768272279,0.848682998,0.889693611,0.658463855,860119.086600617,448461.718851902,331212.324373136,80445.043375579,779674.043225038,74.798983768,NA,NA,NA,NA,NA,NA,0.008392869,0.004434044,138973.613339433,126612.370668845,12361.242670587,0.088946688,103770.688640170,8.490236505,9.472173000,33.571830293,19.096700000,78.252831188,0.772104878,0.957172011,83.623567798,25659.965924938,9.352010701,0.378742674,3.542005544,0.187631159,1.469035417,0.886173427
1987Q4,1199173.573096520,689168.717101747,241680.170200688,259467.428549472,255725.679567968,244969.507891841,0.735063800,0.732032284,0.726323120,0.778609919,0.856654005,0.885347726,0.664957954,881469.083217028,456300.080223769,341099.924921768,84069.078071491,797400.005145537,75.184294381,75.637499250,75.425412750,NA,NA,NA,NA,0.004425420,0.001946342,139217.540854627,126952.019163030,12265.521691598,0.088103278,104090.952895473,8.426012135,9.613429000,33.804754808,18.056700000,86.593820644,0.776416368,0.951448538,84.772752368,26056.704352665,9.445880270,0.380512121,3.594271940,0.183251302,1.439592632,0.823642283
1988Q1,1205795.424486150,689532.851612718,243289.367983991,263653.039337608,250509.117664872,242842.951696032,0.742117309,0.737314099,0.732533467,0.784690909,0.857519854,0.886440392,0.672768884,894841.655666070,464505.345226636,346716.296427541,83620.014011892,811221.641654178,75.710368076,76.284538658,74.168452106,NA,NA,NA,NA,0.003093189,0.003595243,139727.672385494,127507.190600568,12220.481784925,0.087459281,104520.563329098,7.453599159,8.986161000,32.232311338,15.826700000,93.679177279,0.784431463,0.957220478,85.777156168,26338.182550291,9.456685688,0.385227324,3.642973726,0.187579545,1.447282463,0.810682648
1988Q2,1216879.956419230,693347.045339567,244166.968240229,268634.475854364,263784.747681039,251546.552204682,0.750330251,0.745551407,0.739887562,0.793910545,0.867928325,0.894402554,0.679032575,913061.842864667,472340.240688375,353960.889437189,86760.712739103,826301.130125564,76.257579272,76.850007335,74.710253741,NA,NA,NA,NA,0.007923239,0.003583582,140145.340715349,127974.941585763,12170.399129586,0.086841268,105023.281601639,7.259836433,8.882939000,34.633994328,16.210000000,108.163798754,0.792133065,0.976072036,86.491303652,26494.250489296,9.508736174,0.388156809,3.690880690,0.186219014,1.480926974,0.822185654
1988Q3,1231952.275690530,703334.757689916,245218.952440119,273157.686331849,267996.683619022,260416.903884618,0.757038208,0.752839860,0.750017355,0.803663150,0.882262205,0.916617462,0.684655862,932634.942834248,480158.891472035,363304.455806413,89171.595555801,843463.347278448,76.841218374,77.130796184,74.741661580,NA,NA,NA,NA,0.002208767,0.004631297,140360.600447379,128297.767380289,12062.833067089,0.085941732,105429.583394495,7.974392507,9.034120000,32.046020626,14.430000000,106.056129375,0.802641106,1.007712009,87.570643059,26893.155138342,9.602289275,0.389754458,3.742535052,0.180756771,1.534050810,0.897975375
1988Q4,1243345.924151930,708594.002301161,247345.314455689,278116.524224356,274913.353088590,265359.700937129,0.766936981,0.760806529,0.758411001,0.811561887,0.894858937,0.918468594,0.694263590,953567.969096351,488211.166108167,374998.638251897,90358.164736288,863209.804360064,77.434695589,77.745850199,74.457753480,NA,NA,NA,NA,0.004515181,0.002119841,140500.640887317,128632.668583412,11867.972303905,0.084469168,105790.559281754,8.475422507,8.980695000,30.646991228,13.433300000,105.607689082,0.812901771,1.014325119,88.400135340,27107.608285465,9.665864339,0.392659160,3.795390172,0.183124871,1.516479621,0.854518048
1989Q1,1257950.619529910,715423.964097453,246683.332230489,285296.205185652,278940.062449194,271809.748844790,0.776251764,0.769621033,0.773834993,0.820862311,0.905617884,0.941142104,0.701726018,976486.387992433,499605.322291887,383131.356808055,93749.708892491,882736.679099942,78.428217099,78.635848992,77.154104335,NA,NA,NA,NA,-0.005141932,-0.001866423,140970.872471123,129202.083404310,11768.789066814,0.083483835,106464.078565674,9.515946624,9.404246000,35.995397124,17.460000000,106.549413698,0.821769907,1.035077223,89.346535449,27482.157035616,9.736302902,0.397158135,3.866851905,0.179983311,1.541606191,0.887914719
1989Q2,1269909.435012350,719892.295842835,248568.926326481,288125.208357954,290216.395184847,280014.812357800,0.782966461,0.781324194,0.776476108,0.830962747,0.919063589,0.964859899,0.707845697,994296.496516833,507413.312315347,391486.616530445,95396.567671041,898899.928845792,79.332323023,79.502362050,79.285442315,NA,NA,NA,NA,0.003721166,0.007188684,141360.768332876,129726.903371749,11633.864961127,0.082299107,107032.082249934,9.691345081,9.627159000,36.477224960,18.633300000,99.912497356,0.830081211,1.050089623,89.700789492,27627.598845618,9.789098499,0.399566535,3.911396165,0.176569144,1.542102533,0.930812455
1989Q3,1277503.231244290,728234.632055350,249706.089089842,290148.833321770,285722.907705685,279030.817846492,0.790871013,0.788593650,0.788204750,0.836455632,0.922537776,0.960235721,0.713229804,1010340.274199850,518179.395038407,392973.984332311,99186.894829133,911153.379370718,79.886615702,79.861324934,78.828463639,NA,NA,NA,NA,0.003305621,0.007606333,141902.010154274,130420.680481335,11481.329672939,0.080910268,107796.535947246,10.102045947,9.604781000,33.974879212,17.536700000,91.616351930,0.841096934,1.052281783,90.282091415,27819.459170041,9.795250466,0.405618853,3.973138256,0.174008890,1.524120118,0.927234120
1989Q4,1290815.437528280,735784.162816611,249747.918437655,296973.245640636,290561.904415317,287634.388491237,0.801659619,0.797280174,0.799421691,0.846760005,0.922355059,0.954066542,0.723826625,1034794.611894170,529861.582728780,404464.998498399,100468.030666995,934326.581227179,80.614793010,80.569762386,81.178392736,NA,NA,NA,NA,0.004915470,0.011120666,142694.002293562,131297.414193339,11396.588100224,0.079867324,108585.833504005,11.071902127,10.086690000,35.368436052,19.363300000,87.311325113,0.851341501,1.033394115,90.944668501,28130.525339990,9.831232743,0.410485936,4.035582772,0.176844361,1.462881747,0.886625207
1990Q1,1308315.279963940,741799.350937530,253672.846025796,305774.326636277,300059.898784154,296086.237768570,0.813064242,0.804888928,0.812517475,0.858757985,0.918613541,0.948527596,0.734459959,1063744.371920290,545545.513066037,415359.674138636,102839.184715614,960905.187204673,81.625012227,81.610925694,82.522882152,NA,NA,43.840000000,NA,-0.003966215,0.000928647,143378.130092576,132119.950143503,11258.179949073,0.078520901,109432.158725473,11.225662452,10.808540000,35.467529695,19.850000000,84.710371412,0.859373604,1.005292589,91.699364366,28464.530118511,9.902480878,0.416983216,4.129168324,0.184987957,1.403880188,0.829506332
1990Q2,1314289.669125350,746559.638489776,255627.049546925,304029.314577608,300129.981231418,299809.270645659,0.824667551,0.814143334,0.828056248,0.870727218,0.921449111,0.937494685,0.744564629,1083852.042689420,559037.018723183,419536.580767247,105278.443198988,978573.599490430,82.326140970,82.455126310,81.928250842,NA,NA,43.526666667,NA,0.003208638,0.007374422,143879.000359057,132698.715957658,11180.284401399,0.077706158,110072.859446343,10.618018136,10.792190000,31.592295622,15.960000000,87.983985553,0.873734334,1.007912141,92.491355903,28641.838940561,9.904313389,0.425352973,4.212829150,0.184421916,1.390313440,0.817833807
1990Q3,1326479.055025480,749054.633007805,256971.794705640,305079.459969256,310990.702854075,304647.663264676,0.832300760,0.824208670,0.842053519,0.878373913,0.921138337,0.940842969,0.750650675,1104029.526054830,569059.077694690,426663.320866378,108307.127493758,995722.398561068,83.085904530,82.854915201,85.597232335,NA,NA,45.496666667,NA,0.004676586,0.004821649,144357.311651861,133224.965639616,11132.346012245,0.077116607,110566.416101774,10.536336844,10.886590000,43.152794253,26.496700000,89.688058668,0.887148067,1.007820609,92.411140351,28669.965682757,9.956685285,0.428999671,4.271414708,0.187594173,1.390065744,0.771308954
1990Q4,1333985.152696450,755658.539663176,258531.754733793,307378.390440731,321692.007145031,314353.898592515,0.842105056,0.836222829,0.854118493,0.886763275,0.931511420,0.957357155,0.757573551,1123355.641134810,582255.146482658,428336.722085149,112763.772567002,1010591.868567810,84.158198004,83.636975334,89.876722690,NA,NA,47.750000000,NA,0.001032228,0.002179839,144989.340206994,133826.820798842,11162.519408153,0.076988552,111255.189917966,11.046291096,10.977710000,47.900197174,32.536700000,85.562407969,0.892891294,1.009876433,92.117236038,28724.154454271,9.967995539,0.436477981,4.350810570,0.183624635,1.368575052,0.731768528
1991Q1,1343203.794289510,763959.755858957,260010.095547388,307383.232624278,318282.973840859,316651.022119585,0.853508568,0.843509737,0.859792318,0.894749759,0.931512539,0.950072101,0.769349113,1146435.946637660,591077.821988758,442314.826252544,113043.298396354,1033392.648241300,85.019992165,84.710685133,88.741820055,NA,NA,47.156666667,NA,-0.001788906,0.002011325,145563.688053500,134371.590045720,11192.098007780,0.076887980,111852.758766488,11.096522687,10.552870000,35.980144199,20.750000000,82.154261740,0.907075872,1.018743272,92.049564864,28965.776690608,9.996188881,0.440050739,4.398830302,0.185815539,1.376548993,0.745554070
1991Q2,1347193.623311560,770513.099366173,263975.842730294,308066.378415429,316433.889115380,318103.508482465,0.865700649,0.855070407,0.879113964,0.908823745,0.933781203,0.951362467,0.779675780,1166266.394661230,606120.728633996,444253.510191753,115892.155835483,1050374.238825750,85.857354021,85.744483357,87.690772873,NA,NA,46.586666667,NA,-0.003159858,0.002972293,145535.463363400,134254.927600760,11280.535762641,0.077510563,111683.925558086,10.461557802,10.051860000,33.300561771,18.790000000,78.566739393,0.917482912,1.054590919,91.993485215,29027.015206567,10.034593496,0.449913597,4.514700052,0.184735520,1.451504413,0.842030595
1991Q3,1346821.436118160,767966.667460010,267686.827942937,307574.080331875,323208.193875505,323111.619962740,0.876759215,0.869052789,0.879936656,0.919887067,0.937519727,0.960565034,0.787942604,1180838.104448250,613057.047933436,448160.941286247,119620.115228568,1061217.989219680,86.955721494,86.581157222,91.220701480,NA,NA,48.466666667,NA,-0.002947492,0.003281699,145244.588985976,133764.731272395,11479.857713581,0.079038109,111222.708874894,10.505995789,10.142790000,34.190055023,19.876700000,77.131730455,0.926436612,1.063105953,92.112407735,29047.152663644,10.068584023,0.455188068,4.583099313,0.179179153,1.453896505,0.849770515
1991Q4,1359629.723854580,778800.112016244,270783.246151402,311710.968205807,328844.952222806,322406.056392560,0.889839426,0.881128922,0.892009011,0.924676739,0.939273017,0.953514109,0.798183927,1209852.133726150,622992.175320238,462242.416673861,124617.541732053,1085234.591994100,87.655373971,87.348529390,91.656391438,NA,NA,48.696666667,NA,0.000740217,-0.000463622,145253.490608537,133579.569777182,11673.920831355,0.080369296,111106.986759086,10.732214711,9.894176000,34.709558023,20.510000000,76.414225985,0.934965974,1.053933721,92.359974392,29173.367403327,10.178425684,0.458207234,4.663828281,0.170932284,1.415835158,0.797139024
1992Q1,1380154.061610750,783517.597647377,272415.221180041,317316.081442836,333591.560830007,332154.291403986,0.896450100,0.889061656,0.901114109,0.928753729,0.937010921,0.947248214,0.805956884,1237239.246575350,635393.886592851,476950.780167262,124894.579815241,1112344.666760110,88.587865886,88.458591282,90.223099513,NA,NA,47.936666667,NA,-0.003787059,-0.002127215,145268.578010933,133451.134057960,11817.443952973,0.081348934,110889.662780698,10.849247498,9.579858000,32.436349530,18.206700000,77.131730455,0.941096248,1.051710294,92.855370127,29531.467399334,10.342018233,0.460378956,4.761247561,0.176306646,1.409114853,0.792007490
1992Q2,1369618.996877160,784408.130972816,272668.035820603,312655.976085881,331518.745445940,330989.021313802,0.904815484,0.897639156,0.911699843,0.932745286,0.939795624,0.946677194,0.814230103,1239252.476068550,641639.816919967,473545.199862435,124067.459286149,1115185.016782400,89.489615780,89.419316692,90.936592924,NA,NA,48.313333333,NA,-0.001738519,-0.000302257,145388.763712273,133245.636907204,12143.126805069,0.083521769,110758.062128602,10.979088304,9.676070000,34.595626922,20.123300000,77.983767012,0.948071588,1.053131508,92.963182826,29419.227694907,10.278903150,0.468480518,4.815465871,0.173528570,1.405956950,0.786274587
1992Q3,1365783.670189360,782985.208000435,275041.154283912,306639.834209294,331416.192718015,328831.248759958,0.912465757,0.904353185,0.919846288,0.938524419,0.938918029,0.943047549,0.820965823,1246230.830707540,652254.140235066,469007.575221499,124969.115250976,1121261.715456560,89.920553190,89.925215800,90.708599000,NA,NA,48.193333333,NA,-0.006024492,-0.006882387,145219.378943082,132605.598906413,12613.780036669,0.086860171,110152.106112439,11.928408990,10.052100000,34.668513986,20.140000000,78.297675217,0.949922627,1.033288998,93.373430383,29400.021163370,10.299592788,0.477567681,4.918752644,0.177117518,1.352316241,0.721535417
1992Q4,1363052.668732730,789440.532242778,276576.623752266,304043.386726223,330791.677861955,328063.918782016,0.920639704,0.913752132,0.929796144,0.943676772,0.941722965,0.952617677,0.826671171,1254880.404816440,651848.115083958,474948.230161114,128084.059571369,1126796.345245070,90.521341734,90.520822452,91.193541786,NA,NA,48.450000000,NA,-0.001957318,-0.001156151,145038.135137302,131963.420310302,13074.714827000,0.090146738,109665.795823513,11.451664051,10.012860000,33.048520430,19.186700000,74.710152871,0.953324320,1.050117852,93.716503941,29433.319707729,10.329018947,0.478226653,4.939612156,0.171941091,1.364851538,0.788563730
1993Q1,1353765.458866080,776290.323120383,276931.652703865,295464.173134429,330130.408743269,315381.398005444,0.932137048,0.927361573,0.934688875,0.952195725,0.947827053,0.955991104,0.841764849,1261894.938030310,651440.980712271,488111.196727010,122342.760591027,1139552.177439280,91.620047209,91.681910523,92.028280139,NA,NA,48.886666667,NA,0.006114748,-0.002923026,145339.330996018,131330.874393132,14008.456602887,0.096384485,109379.191514349,10.706122967,9.417175000,31.599665595,18.193300000,72.333419316,0.961113553,1.070507080,94.268305568,29223.912134099,10.308051820,0.481206679,4.960303384,0.172570382,1.397927211,0.839999215
1993Q2,1354769.639795280,776156.721591566,278406.539720345,290822.187625045,329287.481880014,314238.060686196,0.940611057,0.935316656,0.947245403,0.959753085,0.954833053,0.957628107,0.848993426,1274311.303281640,654627.428586342,495563.088731073,124120.785964225,1150190.517317420,92.454077380,92.534694231,92.665866544,NA,NA,49.233333333,NA,0.010379896,-0.000207291,145448.197869193,130742.210680029,14705.987189163,0.101108074,108892.374532154,9.091223936,8.992600000,31.565225470,18.243300000,71.840134993,0.965879976,1.082289762,94.409570251,29221.415466843,10.362144198,0.483202021,5.007009023,0.172823265,1.363111698,0.828606611
